latitude,longitude,lease,operator,fake_number
32.153010,-102.799797,THREE BAR SHALLOW UNIT,APACHE CORPORATION,14
32.152607,-102.798880,THREE BAR SHALLOW UNIT,APACHE CORPORATION,38
32.435620,-102.738826,UNIVERSITY LANDS 13 HYPERION,LIME ROCK RESOURCES IV A LP,41
32.253757,-102.861149,WAPITI 12-11,ELK RIVER RESOURCES LLC,48
32.184972,-102.649681,UNIVERSITY 13,ARES ENERGY LIMITED,62
32.352514,-102.264100,UNIVERSITY `7-43`,PIONEER NATURAL RESOURCES USA INC,61
32.374791,-102.740688,UNIVERSITY LANDS 13 DOVER,LIME ROCK RESOURCES IV A LP,72
32.447225,-102.696476,TITAN,LIME ROCK RESOURCES IV A LP,27
32.124164,-102.221530,CROSS BAR RANCH,RSP PERMIAN LLC,39
32.157268,-102.831147,UNIVERSITY B11 `6`,MEWBOURNE OIL COMPANY,37
32.124192,-102.221406,CROSS BAR RANCH,RSP PERMIAN LLC,33
32.140257,-102.226832,CROSS BAR RANCH,RSP PERMIAN LLC,99
32.140286,-102.226708,CROSS BAR RANCH,RSP PERMIAN LLC,83
32.303864,-102.757372,COOPWOOD EVA E,ARES ENERGY LIMITED,90
32.309154,-102.699492,RIGGAN,ARES ENERGY LIMITED,89
32.316194,-102.701828,LINDLEY C,ARES ENERGY LIMITED,77
32.284588,-102.696273,LINDLEY -A-,ARES ENERGY LIMITED,91
32.411469,-102.719882,UNIVERSITY LANDS 13 KEENE,LIME ROCK RESOURCES IV A LP,82
32.135687,-102.606026,UNIVERSITY FV,GREYSTONE PETROLEUM LLC,39
32.298506,-102.253719,MABEE 240C,COG OPERATING LIMITED LIABILITY CORP,58
32.287583,-102.232392,MABEE 240C,COG OPERATING LIMITED LIABILITY CORP,64
32.246283,-102.418035,UNIVERSITY LANDS DIGGER,DIAMONDBACK EXPLORATION & PROD LLC,34
32.203006,-102.800450,CARMICHAEL CF,APACHE CORPORATION,93
32.419381,-102.624448,FISHER 8,LIME ROCK RESOURCES IV A LP,12
32.124133,-102.221653,CROSS BAR RANCH,RSP PERMIAN LLC,31
32.209666,-102.804330,CARMICHAEL,APACHE CORPORATION,49
32.491388,-102.696221,FIRENZE,LIME ROCK RESOURCES IV A LP,24
32.419974,-102.621966,FISHER 5,LIME ROCK RESOURCES IV A LP,38
32.359297,-102.612878,SHAFTER LAKE /SAN ANDRES/ UNIT,APACHE CORPORATION,29
32.371118,-102.627455,SHAFTER LAKE /SAN ANDRES/ UNIT,APACHE CORPORATION,9
32.359406,-102.219532,UNIVERSITY `7-38`,PIONEER NATURAL RESOURCES USA INC,47
32.359389,-102.219627,UNIVERSITY `7-38`,PIONEER NATURAL RESOURCES USA INC,24
32.371430,-102.754581,UNIVERSITY LANDS 13 NASHUA,LIME ROCK RESOURCES IV A LP,17
32.331208,-102.732069,UNIVERSITY 13-46,SANDRIDGE EXPLORATION & PRODUCTION LLC,75
32.495852,-102.295039,UNIVERSITY LANDS 6-21 UNIT,COLGATE OPERATING LLC,96
32.209539,-102.798441,CARMICHAEL CF,APACHE CORPORATION,7
32.512792,-102.795464,LIBERTY,LIME ROCK RESOURCES IV A LP,21
32.454162,-102.598052,KENT,LIME ROCK RESOURCES IV A LP,7
32.188042,-102.620533,UNIVERSITY 17,ARES ENERGY LIMITED,57
32.089600,-102.731056,BUM -A-,CONOCOPHILLIPS COMPANY,39
32.177099,-102.497341,UNIVERSITY 25 UNIT,ELEVATION RESOURCES LLC,96
32.348072,-102.763978,UNIVERSITY 13-283340,SANDRIDGE EXPLORATION & PRODUCTION LLC,89
32.407296,-102.736896,UNIVERSITY LANDS 13 OSSIPEE,LIME ROCK RESOURCES IV A LP,99
32.288533,-102.235967,MABEE 240C,COG OPERATING LIMITED LIABILITY CORP,10
32.210393,-102.796062,CARMICHAEL,APACHE CORPORATION,78
32.180304,-102.237308,SERAPHINA 4516,COG OPERATING LIMITED LIABILITY CORP,4
32.278461,-102.251672,MABEE 240C,COG OPERATING LIMITED LIABILITY CORP,30
32.414759,-102.706065,UNIVERSITY LANDS 14 CONWAY,LIME ROCK RESOURCES IV A LP,95
32.460158,-102.578561,WAYNE,LIME ROCK RESOURCES IV A LP,70
32.306931,-102.223553,MABEE LN,QEP ENERGY COMPANY,34
32.409331,-102.729637,UNIVERSITY LANDS 13 KEENE,LIME ROCK RESOURCES IV A LP,51
32.361871,-102.731108,UNIVERSITY LANDS 13 DOVER,LIME ROCK RESOURCES IV A LP,13
32.455585,-102.592125,KENT,LIME ROCK RESOURCES IV A LP,76
32.434228,-102.233272,UNIVERSITY LANDS MASON UNIT,DIAMONDBACK EXPLORATION & PROD LLC,90
32.400147,-102.282478,UNIVERSITY LANDS TAWNY UNIT 8-12,DIAMONDBACK EXPLORATION & PROD LLC,32
32.415754,-102.606461,FISHER 76B,LIME ROCK RESOURCES IV A LP,9
32.421741,-102.598520,FISHER 76C,LIME ROCK RESOURCES IV A LP,30
32.354672,-102.250928,UNIVERSITY `7-43`,PIONEER NATURAL RESOURCES USA INC,79
32.354651,-102.251022,UNIVERSITY `7-43`,PIONEER NATURAL RESOURCES USA INC,74
32.412759,-102.714486,UNIVERSITY LANDS 14 CONWAY,LIME ROCK RESOURCES IV A LP,28
32.399354,-102.285077,UNIVERSITY LANDS TAWNY UNIT 8-12,DIAMONDBACK EXPLORATION & PROD LLC,24
32.399331,-102.285153,UNIVERSITY LANDS TAWNY UNIT 8-12,DIAMONDBACK EXPLORATION & PROD LLC,9
32.148094,-102.809801,THREE BAR SHALLOW UNIT,APACHE CORPORATION,17
32.129814,-102.728842,UNIVERSITY ANDREWS,CONOCOPHILLIPS COMPANY,65
32.204016,-102.826573,UNIVERSITY BAR 36,APACHE CORPORATION,20
32.204479,-102.824644,UNIVERSITY BAR 36,APACHE CORPORATION,26
32.187525,-102.239036,SERAPHINA 4521,COG OPERATING LIMITED LIABILITY CORP,77
32.171136,-102.504753,UNIVERSITY 28 UNIT,ELEVATION RESOURCES LLC,21
32.132867,-102.729452,UNIVERSITY ANDREWS,CONOCOPHILLIPS COMPANY,83
32.188461,-102.239175,SERAPHINA 4522,OXY USA INC,40
32.108635,-102.779085,UNIVERSITY B11 `28/21`,MEWBOURNE OIL COMPANY,56
32.352781,-102.256717,UNIVERSITY `7-43`,PIONEER NATURAL RESOURCES USA INC,20
32.352801,-102.256622,UNIVERSITY `7-43`,PIONEER NATURAL RESOURCES USA INC,63
32.367133,-102.651769,UNIVERSITY JV 14,PACESETTER ENERGY INCORPORATED,60
32.367952,-102.676004,UNIVERSITY JV 14,PACESETTER ENERGY INCORPORATED,54
32.146474,-102.809929,UNIVERSITY T B (SHALLOW) UNIT A-1,APACHE CORPORATION,70
32.145078,-102.813636,UNIVERSITY TB(SHALLOW) UNIT A-1,APACHE CORPORATION,94
32.187472,-102.237367,SERAPHINA 4523,COG OPERATING LIMITED LIABILITY CORP,98
32.436845,-102.734238,UNIVERSITY LANDS 13 HYPERION,LIME ROCK RESOURCES IV A LP,100
32.440083,-102.720713,UNIVERSITY LANDS 14 OBERON,LIME ROCK RESOURCES IV A LP,77
32.419086,-102.615466,FISHER-GREAVES 5,LIME ROCK RESOURCES IV A LP,41
32.494941,-102.297710,UNIVERSITY LANDS 6-21 UNIT,COLGATE OPERATING LLC,85
32.381403,-102.385168,SAINT ANDREWS UNIT,OXY USA INC,17
32.185989,-102.238358,SERAPHINA 4524,COG OPERATING LIMITED LIABILITY CORP,51
32.239692,-102.894834,WAPITI 12-17,ELK RIVER RESOURCES LLC,86
32.117401,-102.284801,BOHANNON24,CALLON PETROLEUM OPERATING,55
32.380622,-102.431022,SAINT ANDREWS UNIT,OXY USA INC,85
32.186080,-102.518419,UNIVERSITY 1-26,ELEVATION RESOURCES LLC,9
32.442021,-102.712558,UNIVERSITY LANDS 14 OBERON,LIME ROCK RESOURCES IV A LP,80
32.190106,-102.501986,UNIVERSITY 1-20,ELEVATION RESOURCES LLC,15
32.392796,-102.735347,UB 13-14,LIME ROCK RESOURCES IV A LP,38
32.445280,-102.698834,UNIVERSITY LANDS 14 TRITON,LIME ROCK RESOURCES IV A LP,54
32.389373,-102.741634,UNIVERSITY LANDS 13 JAFFREY,LIME ROCK RESOURCES IV A LP,44
32.147365,-102.813270,THREE BAR SHALLOW UNIT,APACHE CORPORATION,82
32.296364,-102.262817,MABEE 240C,COG OPERATING LIMITED LIABILITY CORP,81
32.380904,-102.429803,SAINT ANDREWS UNIT,OXY USA INC,91
32.416214,-102.235470,UNIVERSITY 7-10 UNIT,W&T OFFSHORE INCORPORATED,2
32.438076,-102.729057,UNIVERSITY LANDS 13 HYPERION,LIME ROCK RESOURCES IV A LP,48
32.460867,-102.882475,FULL BAR,TEXLAND PETROLEUM LIMITED PARTNERSHIP,67
32.185468,-102.240487,SERAPHINA 4551,COG OPERATING LIMITED LIABILITY CORP,80
32.185499,-102.240363,SERAPHINA 4552,COG OPERATING LIMITED LIABILITY CORP,14
32.373441,-102.746270,UNIVERSITY LANDS 13 NASHUA,LIME ROCK RESOURCES IV A LP,67
32.208789,-102.799714,CARMICHAEL SA,APACHE CORPORATION,76
32.221492,-102.844216,WAPITI 12-26,ELK RIVER RESOURCES LLC,32
32.140022,-102.674013,UNIVERSITY LANDS 10 HARMON,LIME ROCK RESOURCES IV A LP,20
32.145631,-102.609386,UNIVERSITY FV,GREYSTONE PETROLEUM LLC,66
32.091994,-102.717731,GOLDSMITH ANDECTOR UNIT,CONOCOPHILLIPS COMPANY,55
32.452152,-102.739838,ATLAS,LIME ROCK RESOURCES IV A LP,97
32.284101,-102.294411,MABEE 240B,COG OPERATING LIMITED LIABILITY CORP,24
32.364854,-102.725179,UNIVERSITY LANDS 13 DOVER,LIME ROCK RESOURCES IV A LP,43
32.293053,-102.610131,WOOD 3,ARES ENERGY LIMITED,22
32.140844,-102.835694,UNIVERSITY `B11` `7`,MEWBOURNE OIL COMPANY,44
32.140237,-102.683415,UNIVERSITY LANDS 10 TRINITY,LIME ROCK RESOURCES IV A LP,5
32.459715,-102.575321,WAYNE,LIME ROCK RESOURCES IV A LP,86
32.366891,-102.680475,UNIVERSITY JV 14,PACESETTER ENERGY INCORPORATED,20
32.414118,-102.708813,UNIVERSITY LANDS 14 CONWAY,LIME ROCK RESOURCES IV A LP,92
32.133768,-102.614257,UNIVERSITY 31,GREYSTONE PETROLEUM LLC,44
32.412107,-102.717232,UNIVERSITY LANDS 14 CONWAY,LIME ROCK RESOURCES IV A LP,18
32.295848,-102.264843,MABEE 240C,COG OPERATING LIMITED LIABILITY CORP,22
32.392264,-102.737542,UB 13-14,LIME ROCK RESOURCES IV A LP,35
32.421428,-102.616002,FISHER A8,LIME ROCK RESOURCES IV A LP,39
32.090406,-102.721586,GOLDSMITH ANDECTOR UNIT,CONOCOPHILLIPS COMPANY,72
32.409836,-102.727583,UNIVERSITY LANDS 13 KEENE,LIME ROCK RESOURCES IV A LP,18
32.355760,-102.235396,UNIVERSITY `7-43`,PIONEER NATURAL RESOURCES USA INC,85
32.355653,-102.235658,UNIVERSITY `7-43`,PIONEER NATURAL RESOURCES USA INC,20
32.355702,-102.235529,UNIVERSITY `7-43`,PIONEER NATURAL RESOURCES USA INC,36
32.471613,-102.397708,UNIVERSITY `DC` LEASE,OCCIDENTAL PERMIAN LIMITED,54
32.111411,-102.740711,UNIVERSITY ANDREWS,CONOCOPHILLIPS COMPANY,56
32.186514,-102.840547,PARKER J E,XTO ENERGY INCORPORATED,95
32.187533,-102.836192,PARKER J E,XTO ENERGY INCORPORATED,98
32.417894,-102.618028,FISHER A5,LIME ROCK RESOURCES IV A LP,5
32.420761,-102.618911,FISHER 8,LIME ROCK RESOURCES IV A LP,93
32.183308,-102.493997,UNIVERSITY 24 UNIT,ELEVATION RESOURCES LLC,94
32.151017,-102.598020,UNIVERSITY FI,GREYSTONE PETROLEUM LLC,28
32.148344,-102.605686,UNIVERSITY FJ,GREYSTONE PETROLEUM LLC,33
32.187251,-102.491072,UNIVERSITY 24 UNIT,ELEVATION RESOURCES LLC,77
32.139909,-102.228328,CROSS BAR RANCH,RSP PERMIAN LLC,54
32.139881,-102.228453,CROSS BAR RANCH,RSP PERMIAN LLC,99
32.139533,-102.229949,CROSS BAR RANCH,RSP PERMIAN LLC,3
32.139504,-102.230073,CROSS BAR RANCH,RSP PERMIAN LLC,45
32.139127,-102.231694,CROSS BAR RANCH,RSP PERMIAN LLC,40
32.188380,-102.815580,PARKER J E,XTO ENERGY INCORPORATED,12
32.291906,-102.615049,WOOD 3,ARES ENERGY LIMITED,36
32.141060,-102.223373,CROSS BAR RANCH,RSP PERMIAN LLC,58
32.141032,-102.223498,CROSS BAR RANCH,RSP PERMIAN LLC,74
32.396386,-102.259719,CARPENTER UNIVERSITY LANDS 7-20 UNIT,DIAMONDBACK EXPLORATION & PROD LLC,18
32.396406,-102.259626,UNIVERSITY LANDS CARPENTER 7-20 UNIT,DIAMONDBACK EXPLORATION & PROD LLC,22
32.184521,-102.831163,PARKER J E,XTO ENERGY INCORPORATED,22
32.187650,-102.819080,PARKER J E,XTO ENERGY INCORPORATED,70
32.517481,-102.654619,RIO BRAVO,PARALLEL PETROLEUM LLC,67
32.517503,-102.654525,TRUE GRIT,PARALLEL PETROLEUM LLC,44
32.183803,-102.521497,UNIVERSITY 1-26 UNIT,ELEVATION RESOURCES LLC,19
32.520542,-102.895586,BILES J D,ELK MEADOWS RESOURCES LLC,16
32.382430,-102.626918,HARPOON,PACESETTER ENERGY INCORPORATED,84
32.458807,-102.584446,WAYNE B,LIME ROCK RESOURCES IV A LP,69
32.177614,-102.513628,UNIVERSITY 1-27 UNIT,ELEVATION RESOURCES LLC,79
32.182189,-102.526003,UNIVERSITY 1-26 UNIT,ELEVATION RESOURCES LLC,83
32.181306,-102.529825,UNIVERSITY 1-26 UNIT,ELEVATION RESOURCES LLC,43
32.186030,-102.818680,PARKER J E,XTO ENERGY INCORPORATED,22
32.407403,-102.211019,UNIVERSITY 7-1726,QEP ENERGY COMPANY,69
32.407419,-102.210942,UNIVERSITY 7-1726,QEP ENERGY COMPANY,90
32.444018,-102.704209,UNIVERSITY LANDS 14 TRITON,LIME ROCK RESOURCES IV A LP,92
32.161756,-102.558045,UNIVERSITY LANDS 9 MOAB,LIME ROCK RESOURCES IV A LP,35
32.138657,-102.682894,UNIVERSITY LANDS 10 LOVINGSTON,LIME ROCK RESOURCES IV A LP,18
32.250416,-102.877673,WAPITI 12-15,ELK RIVER RESOURCES LLC,18
32.295622,-102.265841,MABEE 240C,COG OPERATING LIMITED LIABILITY CORP,61
32.165433,-102.545428,UNIVERSITY 9-35,ELEVATION RESOURCES LLC,65
32.452644,-102.862839,LOGSDON C W,ELK MEADOWS RESOURCES LLC,5
32.432789,-102.236983,UNIVERSITY LANDS MASON UNIT,DIAMONDBACK EXPLORATION & PROD LLC,39
32.432811,-102.236885,UNIVERSITY LANDS MASON UNIT,DIAMONDBACK EXPLORATION & PROD LLC,91
32.355972,-102.252751,UNIVERSITY 7-43,PIONEER NATURAL RESOURCES USA INC,70
32.356004,-102.252611,UNIVERSITY `7-43`,PIONEER NATURAL RESOURCES USA INC,83
32.088892,-102.728294,BUM -A-,CONOCOPHILLIPS COMPANY,6
32.089025,-102.728339,BUM -A-,CONOCOPHILLIPS COMPANY,64
32.357506,-102.218142,UNIVERSITY `7-43`,PIONEER NATURAL RESOURCES USA INC,9
32.357478,-102.218284,UNIVERSITY `7-43`,PIONEER NATURAL RESOURCES USA INC,88
32.357450,-102.218426,UNIVERSITY `7-43`,PIONEER NATURAL RESOURCES USA INC,19
32.388975,-102.622754,CAPTAIN AHAB HARPOON,PACESETTER ENERGY INCORPORATED,39
32.144894,-102.693931,UNIVERSITY LANDS 10 NELSON,LIME ROCK RESOURCES IV A LP,44
32.187664,-102.507681,UNIVERSITY 1-20,ELEVATION RESOURCES LLC,72
32.169381,-102.507842,UNIVERSITY 1-28A UNIT,ELEVATION RESOURCES LLC,62
32.193178,-102.508239,UNIVERSITY 1-20,ELEVATION RESOURCES LLC,25
32.487964,-102.589111,THOROUGHBRED 11,CROWNQUEST OPERATING LLC,4
32.486906,-102.588761,OFFSHOOT 20,CROWNQUEST OPERATING LLC,100
32.202854,-102.801073,CARMICHAEL SA,APACHE CORPORATION,87
32.509726,-103.029641,WFM RANCH 23,FORGE ENERGY LLC,80
32.509694,-102.880922,BILES J D 12E,ELK MEADOWS RESOURCES LLC,80
32.522525,-102.665217,EL DORADO,PARALLEL PETROLEUM LLC,4
32.238300,-102.900589,WAPITI 12-17,ELK RIVER RESOURCES LLC,70
32.199065,-102.475427,UNIVERSITY 1-22 UNIT,ELEVATION RESOURCES LLC,90
32.477561,-102.268881,UNIVERSITY 6-24 UNIT,W&T OFFSHORE INCORPORATED,74
32.438759,-102.726280,UNIVERSITY LANDS 14 OBERON,LIME ROCK RESOURCES IV A LP,34
32.156948,-102.901028,RATLIFF & BEDFORD,OCCIDENTAL PERMIAN LIMITED,93
32.351969,-102.254448,UNIVERSITY `7-43`,PIONEER NATURAL RESOURCES USA INC,8
32.352001,-102.254307,UNIVERSITY `7-43`,PIONEER NATURAL RESOURCES USA INC,83
32.352034,-102.254166,UNIVERSITY `7-43`,PIONEER NATURAL RESOURCES USA INC,52
32.111590,-102.740033,UNIVERSITY ANDREWS,CONOCOPHILLIPS COMPANY,69
32.188552,-103.055994,DOLLARHIDE NORTH UNIT,OXY USA WTP LP,43
32.501967,-102.258908,UNIVERSITY 6-11 UNIT,W&T OFFSHORE INCORPORATED,75
32.507688,-103.040743,MONUMENT 4,OPAL RESOURCES OPERATING CO LLC,17
32.212450,-102.485094,UNIVERSITY 1-10 UNIT,ELEVATION RESOURCES LLC,39
32.458092,-102.217266,UNIVERSITY 6-40 UNIT,W&T OFFSHORE INCORPORATED,31
32.139178,-102.231475,CROSS BAR RANCH,RSP PERMIAN LLC,16
32.480636,-102.218422,UNIVERSITY 6-16/26/27 UNIT,W&T OFFSHORE INCORPORATED,91
32.480650,-102.218360,UNIVERSITY 6-16/26/27 UNIT,W&T OFFSHORE INCORPORATED,79
32.511233,-102.902138,BARROW 8C,ELK MEADOWS RESOURCES LLC,94
32.298567,-102.256861,MABEE 240C,COG OPERATING LIMITED LIABILITY CORP,6
32.169267,-102.471883,UNIVERSITY 1-30 UNIT,ZARVONA ENERGY LLC,64
32.190903,-102.484036,UNIVERSITY 1-24 SOUTH UNIT,ELEVATION RESOURCES LLC,3
32.397329,-102.255589,UNIVERSITY LANDS CARPENTER 7-20 UNIT,DIAMONDBACK EXPLORATION & PROD LLC,80
32.397352,-102.255496,CARPENTER UNIVERSITY LANDS 7-20 UNIT,DIAMONDBACK EXPLORATION & PROD LLC,18
32.357802,-102.228051,UNIVERSITY `7-43`,PIONEER NATURAL RESOURCES USA INC,88
32.357827,-102.227909,UNIVERSITY `7-43`,PIONEER NATURAL RESOURCES USA INC,78
32.357852,-102.227766,UNIVERSITY `7-43`,PIONEER NATURAL RESOURCES USA INC,44
32.155322,-102.545861,UNIVERSITY 9-35,ELEVATION RESOURCES LLC,97
32.341690,-102.240423,UNIVERSITY `7-43`,PIONEER NATURAL RESOURCES USA INC,36
32.341722,-102.240283,UNIVERSITY `7-43`,PIONEER NATURAL RESOURCES USA INC,87
32.341754,-102.240141,UNIVERSITY `7-43`,PIONEER NATURAL RESOURCES USA INC,12
32.161017,-102.594053,UNIVERSITY 9-28 WEST UNIT,ELEVATION RESOURCES LLC,96
32.141141,-102.581585,UNIVERSITY LANDS 9 SEDONA,LIME ROCK RESOURCES IV A LP,23
32.443911,-102.233431,UNIVERSITY LANDS MASON EAST UNIT,DIAMONDBACK EXPLORATION & PROD LLC,97
32.443931,-102.233336,UNIVERSITY LANDS MASON EAST UNIT,DIAMONDBACK EXPLORATION & PROD LLC,65
32.443953,-102.233242,UNIVERSITY LANDS MASON EAST UNIT,DIAMONDBACK EXPLORATION & PROD LLC,33
32.504347,-102.638307,AUGUSTUS,RING ENERGY INCORPORATED,11
32.506519,-102.629271,CAESAR,RING ENERGY INCORPORATED,98
32.379576,-102.662420,UNIVERSITY JV 14,PACESETTER ENERGY INCORPORATED,66
32.377596,-102.670768,UNIVERSITY JV 14,PACESETTER ENERGY INCORPORATED,12
32.354312,-102.234664,UNIVERSITY `7-43`,PIONEER NATURAL RESOURCES USA INC,42
32.509268,-103.062924,WFM RANCH 25,FORGE ENERGY LLC,37
32.132509,-102.741020,UNIVERSITY -U-,BURLESON PETROLEUM INC,28
32.294191,-102.248811,MABEE 240C,COG OPERATING LIMITED LIABILITY CORP,60
32.294158,-102.248951,MABEE 240C,COG OPERATING LIMITED LIABILITY CORP,16
32.142329,-102.671279,UNIVERSITY LANDS 10 HARMON,LIME ROCK RESOURCES IV A LP,20
32.144502,-102.690789,UNIVERSITY LANDS 10 BETHY,LIME ROCK RESOURCES IV A LP,60
32.190064,-103.061161,DOLLARHIDE NORTH UNIT,OXY USA WTP LP,30
32.190067,-103.052542,DOLLARHIDE NORTH UNIT,OXY USA WTP LP,27
32.190058,-103.048000,DOLLARHIDE NORTH UNIT,OXY USA WTP LP,48
32.190067,-103.044036,DOLLARHIDE NORTH UNIT,OXY USA WTP LP,96
32.190081,-103.039747,DOLLARHIDE NORTH UNIT,OXY USA WTP LP,16
32.134150,-102.482934,UNIVERSITY 1-36 UNIT,ZARVONA ENERGY LLC,7
32.164700,-102.508719,UNIVERSITY 1-27 SOUTH UNIT,ELEVATION RESOURCES LLC,54
32.520375,-102.649689,LUCKY TEXAN,PARALLEL PETROLEUM LLC,85
32.505716,-102.632624,CLAUDIUS,RING ENERGY INCORPORATED,2
32.485762,-102.593606,OFFSHOOT 20,CROWNQUEST OPERATING LLC,55
32.133064,-102.487598,UNIVERSITY 1-36 UNIT,ZARVONA ENERGY LLC,27
32.484479,-102.598908,OFFSHOOT 20,CROWNQUEST OPERATING LLC,69
32.513493,-102.604828,HADRIAN,RING ENERGY INCORPORATED,37
32.512351,-102.608458,VENUS,RING ENERGY INCORPORATED,46
32.503685,-102.641057,DIANA,RING ENERGY INCORPORATED,79
32.413201,-102.716116,UNIVERSITY 14Q,RING ENERGY INCORPORATED,7
32.508359,-102.621630,CERES,RING ENERGY INCORPORATED,99
32.211786,-102.483356,UNIVERSITY LANDS G 1-15 UNIT,ELEVATION RESOURCES LLC,61
32.188019,-103.059381,BULLHEAD 6,OPAL RESOURCES OPERATING CO LLC,71
32.415181,-102.234622,UNIVERSITY LANDS MASON WEST UNIT,DIAMONDBACK EXPLORATION & PROD LLC,99
32.415159,-102.234717,UNIVERSITY LANDS MASON WEST UNIT,DIAMONDBACK EXPLORATION & PROD LLC,47
32.475160,-102.646169,UNDERWOOD C,RING ENERGY INCORPORATED,72
32.126006,-102.552611,UNIVERSITY LANDS G 9-46 UNIT,ELEVATION RESOURCES LLC,26
32.505300,-102.903201,CULLEN,TEXLAND PETROLEUM LIMITED PARTNERSHIP,8
32.517567,-102.592269,CHAPARRAL,PARALLEL PETROLEUM LLC,59
32.497165,-102.613098,PERSEPHONE,RING ENERGY INCORPORATED,41
32.518770,-102.613274,PROSERPINA,RING ENERGY INCORPORATED,70
31.443625,-94.712282,CAMERON B GAS UNIT,C W RESOURCES INCORPORATED,2
31.443625,-94.712282,CAMERON `B`,C W RESOURCES INCORPORATED,25
31.131014,-94.380358,ANGELINA USA,BUFFCO PRODUCTION INCORPORATED,10
31.103785,-94.273357,PARKER POINT,WEBER ENERGY CORPORATION,29
31.081059,-94.266182,STATE OF TEXAS,TANA OIL & GAS CORPORATION,68
31.099019,-94.529282,CARTER UNIT A-959,ANADARKO E & P COMPANY LIMITED PRTNRSHIP,37
31.092292,-94.175708,RAYBURN UNIT #12,RADIUS OPERATING LLC,98
31.085269,-94.197705,RAYBURN UNIT #7,RADIUS OPERATING LLC,54
31.352004,-94.546129,ALC,RANGE PRODUCTION COMPANY,99
31.348820,-94.554209,ALC,RANGE PRODUCTION COMPANY,10
31.472144,-94.782771,WILSON GAS UNIT,WEATHERLY OIL & GAS COMPANY LLC,74
31.510419,-94.881385,SESSIONS J W HEIRS,LIME ROCK RESOURCES III A LP,44
31.451008,-94.742428,KIRKLAND GAS UNIT,WEATHERLY OIL & GAS COMPANY LLC,62
31.510272,-94.882114,SESSIONS J W HEIRS,LIME ROCK RESOURCES III A LP,85
31.501510,-94.874231,ESTES JL GAS UNIT,WEATHERLY OIL & GAS COMPANY LLC,61
31.482016,-94.859296,MIMS JL GAS UNIT,WEATHERLY OIL & GAS COMPANY LLC,8
31.370076,-94.486224,HENDERSON HAY S W GAS UNIT,GOODRICH PETROLEUM COMPANY,93
31.370369,-94.498689,ACLCO HAY GAS UNIT,GOODRICH PETROLEUM COMPANY,42
31.378210,-94.570120,SARGE UNIT,BLACK STONE ENERGY COMPANY,90
31.378161,-94.647856,ABRAM GAS UNIT,DEVON ENERGY PRODUCTION COMPANY L P,100
31.384889,-94.556414,ACLCO HAY GAS UNIT 2,GOODRICH PETROLEUM COMPANY,1
31.382507,-94.586727,TREX GAS UNIT,BP AMERICA PRODUCTION COMPANY,33
31.382921,-94.555857,DINO GAS UNIT,BP AMERICA PRODUCTION COMPANY,8
28.026038,-97.015865,NINE MILE POINT,LAMAR OIL & GAS INCORPORATED,36
33.821474,-98.479878,RODDY,ADDAX OPERATING LLC,36
33.589069,-98.845681,BSR PARKEY,JDL OPERATING LIMITED LIABILITY CORP,100
33.565550,-98.777569,ABERNATHY,JDL OPERATING LIMITED LIABILITY CORP,28
33.475770,-98.787878,CAMPBELL,JDL OPERATING LIMITED LIABILITY CORP,81
33.821088,-98.465050,LAUKHUF,ADDAX OPERATING LLC,50
33.514822,-98.561956,IKARD TRUST,ELEPHANT OIL & GAS LLC,87
33.821268,-98.476463,SCHERFF-LAUKHUF,ADDAX OPERATING LLC,23
28.876222,-98.617765,BIRDWELL R R,EOG RESOURCES INCORPORATED,61
28.930041,-98.791112,BRAUCHLE ELDON,TEXAS ROYALTY CORPORATION,43
28.942489,-98.793643,CUMPIAN,GILLCO OIL SERVICE INCORPORATED,80
28.919690,-98.790326,HESS UNIT,GULFSTAR PROPERTIES INCORPORATED,86
28.937064,-98.778381,YANCY /A/,TEXAS ROYALTY CORPORATION,91
29.002265,-98.400106,WISEMAN JOSEPH R,NORTH CENTRAL OIL CORPORATION,83
28.921255,-98.776321,BRAUCHLE,JEM ENERGY COMPANY,6
28.868112,-98.735472,EXXON,WEN-BE,100
28.805183,-98.171581,SCHUMANN H A B UNIT,MOMENTUM OIL & GAS LLC,78
28.782382,-98.193011,HURT W T ETAL,XTO ENERGY INCORPORATED,25
29.040481,-98.366469,DELGADO,AMPAK OIL COMPANY,12
29.188125,-98.720239,HOLE-IN-ONE,MPG PETROLEUM INCORPORATED,72
28.943466,-98.747715,CARLISLE,PEDECO INCORPORATED,9
28.956118,-98.788245,THOMPSON,PEDECO INCORPORATED,34
29.048781,-98.358801,GONZALES,GRAND OPERATING INCORPORATED,9
28.872024,-98.618922,ORTA,EOG RESOURCES INCORPORATED,87
28.953931,-98.331864,LITTLE L&C,EOG RESOURCES INCORPORATED,14
28.728480,-98.455886,PEELER RANCH,EOG RESOURCES INCORPORATED,65
28.697231,-98.470861,PEELER RANCH,DEWBRE PETROLEUM CORPORATION,8
28.726453,-98.450193,PEELER RANCH,EOG RESOURCES INCORPORATED,30
28.720550,-98.456129,PEELER RANCH,EOG RESOURCES INCORPORATED,30
28.729428,-98.447550,PEELER RANCH,EOG RESOURCES INCORPORATED,37
28.734611,-98.439802,PEELER RANCH UNIT,EOG RESOURCES INCORPORATED,67
28.712839,-98.503517,PEELER RANCH WEST,EOG RESOURCES INCORPORATED,84
